"GeneName","Start","Stop","Chromosome"
"CALR",12438578,13444489,"19"
"RAD23A",12445855,13453642,"19"
"GADD45GIP1",12453119,13457223,"19"
"DAND5",12465159,13474760,"19"
"NFIX",12495475,13598796,"19"
"LYL1",12599033,13603161,"19"
"TRMT1",12604902,13617567,"19"
"NACC1",12616862,13641147,"19"
"STX10",12644058,13650383,"19"
"IER2",12650411,13654911,"19"
"CACNA1A",12706442,14133025,"19"
"YJU2B",13231760,14263296,"19"
"MRI1",13264522,14274282,"19"
"C19orf53",13274456,14278773,"19"
"ZSWIM4",13295443,14332254,"19"
"NANOS3",13362063,14380757,"19"
"BRME1",13382348,14406452,"19"
"CC2D1A",13406201,14430879,"19"
"PODNL1",13431187,14453392,"19"
"DCAF15",13452509,14461449,"19"
"RFX1",13461530,14507039,"19"
"RLN3",13528148,14531551,"19"
"IL27RA",13531762,14553218,"19"
"PALM3",13553363,14562076,"19"
"MISP3",13572536,14575062,"19"
"C19orf67",13581624,14585875,"19"
"SAMD1",13587851,14591036,"19"
"PRKACA",13591688,14618084,"19"
"SMIM46",13612324,14612476,"19"
"ASF1B",13619512,14636613,"19"
"ADGRL1",13647743,14706187,"19"
"ADGRE5",13880501,14908725,"19"
"DDX39A",13908798,14919383,"19"
"PKN1",13933053,14971867,"19"
"PTGER1",13972466,14975354,"19"
"GIPC1",13977760,14996149,"19"
"DNAJB1",14014769,15060391,"19"
"TECR",14017085,15065980,"19"
"NDUFB7",14066078,15072066,"19"
"CLEC17A",14083084,15112035,"19"
"ADGRE3",14119117,15190027,"19"
"ZNF333",14189801,15233746,"19"
"ADGRE2",14232392,15278560,"19"
"OR7C1",14289260,15335376,"19"
"OR7A5",14326241,15335185,"19"
"OR7A10",14340466,15348922,"19"
"OR7A17",14378203,15386132,"19"
"OR7C2",14441489,15442448,"19"
"SLC1A6",14450033,15522990,"19"
"CCDC105",14510726,15523276,"19"
"CASP14",14549480,15558293,"19"
"OR1I1",14582211,15592970,"19"
"SYDE1",14607401,15614985,"19"
"ILVBL",14614984,15625786,"19"
"NOTCH3",14659038,15700995,"19"
"EPHX3",14726919,15733435,"19"
"BRD4",14735519,15832545,"19"
"AKAP8",14853385,15879815,"19"
"AKAP8L",14880050,15919141,"19"
"WIZ",14919978,15949956,"19"
"RASAL3",14951624,15964544,"19"
"PGLYRP2",14968645,15998956,"19"
"CYP4F22",15008525,16052317,"19"
"CYP4F8",15115218,16130639,"19"
"CYP4F3",15140897,16162825,"19"
"CYP4F12",15173018,16197174,"19"
"OR10H2",15228024,16229052,"19"
"OR10H3",15237985,16242343,"19"
"OR10H5",15287661,16300357,"19"
"OR10H1",15304549,16315664,"19"
"CYP4F2",15378023,16398077,"19"
"CYP4F11",15412367,16434867,"19"
"OR10H4",15444299,16450350,"19"
"TPM4",15567021,16603002,"19"
"RAB8A",15611889,16634234,"19"
"HSH2D",15634028,16658575,"19"
"CIB3",15661368,16673525,"19"
"FAM32A",15685380,16692046,"19"
"AP1M1",15697854,16745906,"19"
"KLF2",15824826,16828685,"19"
"EPS15L1",15855239,16972085,"19"
"CALR3",15979061,16996167,"19"
"C19orf44",15996394,17021352,"19"
"CHERP",16017894,17042437,"19"
"SLC35E1",16049831,17072415,"19"
"MED26",16074907,17129062,"19"
"SMIM7",16130751,17160442,"19"
"TMEM38A",16161139,17190023,"19"
"NWD1",16219847,17317963,"19"
"SIN3B",16329398,17380353,"19"
"F2RL3",16388999,17392606,"19"
"CPAMD8",16392951,17526815,"19"
"HAUS8",16549729,17575625,"19"
"MYO9B",16575777,17714537,"19"
"USE1",16715346,17719829,"19"
"OCEL1",16726213,17729219,"19"
"NR2F6",16731883,17745919,"19"
"USHBP1",16749171,17782786,"19"
"BABAM1",16767376,17781249,"19"
"ANKLE1",16781645,17787646,"19"
"ABHD8",16792131,17810236,"19"
"MRPL34",16792609,17806843,"19"
"DDA1",16809518,17823298,"19"
"ANO8",16823223,17834855,"19"
"GTPBP3",16834920,17842731,"19"
"PLVAP",16851450,17877342,"19"
"CCDC194",16887196,17894196,"19"
"BST2",16902939,17905630,"19"
"MVB12A",16905722,17933724,"19"
"TMEM221",16935509,17948668,"19"
"NXNL1",16955425,17960926,"19"
"SLC27A1",16968769,18006168,"19"
"PGLS",17011636,18021288,"19"
"NIBAN3",17023301,18053839,"19"
"COLGALT1",17055649,18083162,"19"
"UNC13A",17101336,18188365,"19"
"MAP1S",17219242,18234513,"19"
"FCHO1",17247718,18288568,"19"
"B3GNT3",17294828,18313576,"19"
"INSL3",17316512,18321574,"19"
"JAK3",17324780,18348071,"19"
"RPL18A",17359910,18364153,"19"
"SLC5A5",17371945,18395174,"19"
"CCDC124",17433015,18443991,"19"
"KCNN1",17451293,18500085,"19"
"ARRDC2",17501132,18514102,"19"
"IL12RB1",17558995,18598944,"19"
"MAST3",17597778,18651692,"19"
"PIK3R2",17653163,18670532,"19"
"IFI30",17673162,18678117,"19"
"MPV17L2",17693218,18696948,"19"
"RAB3A",17696784,18704042,"19"
"PDE4C",17707965,18748200,"19"
"IQCN",17757098,18774500,"19"
"JUND",17779694,18781622,"19"
"LSM4",17806236,18823112,"19"
"PGPEP1",17840598,18869950,"19"
"GDF15",17874731,18889176,"19"
"LRRC25",17891137,18897622,"19"
"SSBP4",17918864,18934562,"19"
"ISYNA1",17934388,18938167,"19"
"ELL",17942663,19022116,"19"
"FKBP8",18031751,19044077,"19"
"KXD1",18057762,19069387,"19"
"UBA52",18071730,19077550,"19"
"CRLF1",18072220,19107741,"19"
"REX1BD",18088685,19092337,"19"
"TMEM59L",18107430,19121039,"19"
"KLHL26",18137025,19171721,"19"
"CRTC1",18183678,19282333,"19"
"COMP",18282773,19291305,"19"
"UPF1",18331959,19368230,"19"
"GDF1",18368545,19396158,"19"
"CERS1",18368545,19396727,"19"
"COPE",18399514,19419387,"19"
"DDX49",18419705,19429189,"19"
"HOMER3",18429201,19441261,"19"
"SUGP2",18490888,19534023,"19"
"ARMC6",18533575,19560311,"19"
"SLC25A42",18563994,19613030,"19"
"TMEM161A",18619169,19638513,"19"
"MEF2B",18645567,19692131,"19"
"BORCS8-MEF2B",18645569,19692158,"19"
"BORCS8",18676903,19692591,"19"
"RFXANK",18692229,19701869,"19"
"NR2C2AP",18701409,19703414,"19"
"NCAN",18711958,19752233,"19"
"HAPLN4",18754756,19762804,"19"
"TM6SF2",18764364,19773391,"19"
"SUGP1",18776018,19820509,"19"
"MAU2",18820829,19858754,"19"
"GATAD2A",18885826,20008932,"19"
"TSSK6",19012418,20015548,"19"
"NDUFA13",19015736,20029054,"19"
"YJEFN3",19028861,20037581,"19"
"CILP2",19038248,20046659,"19"
"PBX4",19061707,20118693,"19"
"LPAR2",19123655,20128930,"19"
"GMIP",19129476,20143657,"19"
"ATP13A1",19145198,20163676,"19"
"ZNF101",19168796,20183509,"19"
"ZNF14",19210472,20233112,"19"
"ZNF506",19285839,20321751,"19"
"ZNF253",19365882,20394674,"19"
"ZNF93",19400913,20463464,"19"
"ZNF682",19497058,20539505,"19"
"ZNF90",19577994,20627076,"19"
"ZNF486",19667214,20700488,"19"
"ZNF737",20035825,21065809,"19"
"ZNF626",20119939,21161596,"19"
"ZNF66",20276304,21309995,"19"
"ZNF85",20423222,21450697,"19"
"ZNF430",20520634,21560050,"19"
"ZNF714",20582159,21625270,"19"
"ZNF431",20642024,21696053,"19"
"ZNF708",20791160,21829425,"19"
"ZNF738",20858930,21888582,"19"
"ZNF493",20897119,21927577,"19"
"ZNF429",20996682,22056270,"19"
"ZNF100",21222771,22267579,"19"
"ZNF43",21304946,22352125,"19"
"ZNF208",21432958,22510949,"19"
"ZNF257",21552430,22591480,"19"
"ZNF676",21679089,22715801,"19"
"ZNF729",21786441,22817176,"19"
"ZNF98",21891019,23032485,"19"
"ZNF492",22134324,23167671,"19"
"ZNF99",22252183,23284151,"19"
"ZNF723",22332291,23358667,"19"
"ZNF728",22474883,23503176,"19"
"ZNF730",22575210,23647221,"19"
"ZNF724",22721599,23750394,"19"
"ZNF91",22804991,23895471,"19"
"ZNF675",23025631,24187220,"19"
"ZNF681",23239195,24258891,"19"
"RPSA2",23262944,24371162,"19"
"ZNF726",23414876,24445159,"19"
"ZNF254",23533405,24629968,"19"
"UQCRFS1",28705320,29713151,"19"
"VSTM2B",29025994,30064551,"19"
"POP4",29106283,30117237,"19"
"PLEKHF1",29165459,30175477,"19"
"C19orf12",29198937,30215789,"19"
"CCNE1",29311991,30324312,"19"
"URI1",29423644,30516612,"19"
"ZNF536",29724891,31213586,"19"
"TSHZ3",30649979,31849436,"19"
"ZNF507",31845594,32887667,"19"
"DPY19L3",31905543,32985895,"19"
"PDCD5",32081190,33087453,"19"
"ANKRD27",32097006,33176597,"19"
"RGS9BP",32175848,33178300,"19"
"NUDT19",32191821,33213792,"19"
"TDRD12",32219753,33329580,"19"
"SLC7A9",32330509,33369767,"19"
"CEP89",32375925,33471991,"19"
"FAAP24",32472209,33478229,"19"
"RHPN2",32478592,33564888,"19"
"GPATCH1",32580899,33630542,"19"
"WDR88",32632090,33675799,"19"
"LRP3",32677603,33708864,"19"
"SLC7A10",32708664,33725850,"19"
"CEBPA",32799934,33802534,"19"
"CEBPG",32873685,33882686,"19"
"PEPD",32886950,34021823,"19"
"CHST8",33121953,34273509,"19"
"KCTD15",33295933,34315763,"19"
"LSM14A",33672504,34729288,"19"
"GARRE1",33754552,34855566,"19"
"GPI",33859480,34902413,"19"
"PDCD2L",33904399,34926168,"19"
"UBA2",33928352,34971251,"19"
"WTIP",33981758,35012304,"19"
"SCGB2B2",34090644,35177159,"19"
"ZNF302",34177639,35186397,"19"
"ZNF181",34234155,35245378,"19"
"ZNF599",34258073,35273229,"19"
"ZNF30",34426903,35445170,"19"
"ZNF792",34456354,35464229,"19"
"GRAMD1A",34494784,35526471,"19"
"SCN1B",34530470,35540449,"19"
"HPN",34540506,35566573,"19"
"FXYD3",34615823,35624324,"19"
"LGI4",34624513,35642451,"19"
"FXYD1",34638824,35643109,"19"
"FXYD7",34643250,35654302,"19"
"FXYD5",34654730,35669881,"19"
"FAM187B",34724800,35728739,"19"
"LSR",34748330,35767964,"19"
"USF2",34768962,35779821,"19"
"HAMP",34780716,35785143,"19"
"MAG",34792125,35813807,"19"
"CD22",34819261,35847361,"19"
"FFAR1",34847902,35853864,"19"
"FFAR3",34858460,35860489,"19"
"GPR42",34871068,35872962,"19"
"FFAR2",34943907,35951767,"19"
"KRTDAP",34987324,35995558,"19"
"DMKN",34997220,36013658,"19"
"SBSN",35023367,36028351,"19"
"GAPDHS",35033455,36045319,"19"
"TMEM147",35045600,36047526,"19"
"ATP4A",35050031,36063658,"19"
"PMIS2",35086161,36087296,"19"
"HAUS5",35112735,36125355,"19"
"RBM42",35129030,36137686,"19"
"ETV2",35141745,36144871,"19"
"COX6B1",35148323,36158782,"19"
"UPK1A",35166517,36178481,"19"
"ZBTB32",35204558,36217038,"19"
"KMT2B",35217973,36238880,"19"
"IGFLR1",35238801,36242453,"19"
"U2AF1L4",35242464,36245445,"19"
"PSENEN",35245600,36247519,"19"
"LIN37",35248361,36254519,"19"
"HSPB6",35254566,36258079,"19"
"PROSER3",35258143,36271166,"19"
"ARHGAP33",35274532,36288822,"19"
"PRODH2",35299988,36313299,"19"
"NPHS1",35325372,36369287,"19"
"KIRREL2",35355861,36367136,"19"
"APLP1",35367899,36379792,"19"
"NFKBID",35387653,36402303,"19"
"HCST",35402529,36404377,"19"
"TYROBP",35404401,36408295,"19"
"LRFN3",35435358,36446624,"19"
"SDHAF1",35495188,36496312,"19"
"SYNE4",35503307,36508813,"19"
"ALKBH6",35509120,36514239,"19"
"CLIP3",35514660,36533343,"19"
"THAP8",35534984,36554739,"19"
"WDR62",35554649,36605108,"19"
"OVOL3",35611143,36613711,"19"
"POLR2I",35613709,36615213,"19"
"TBCB",35614289,36625947,"19"
"CAPNS1",35639953,36650353,"19"
"COX7A1",35650922,36652449,"19"
"ZNF565",35682276,36746257,"19"
"ZNF146",35714602,36738771,"19"
"ZFP14",35834453,36879201,"19"
"ZFP82",35883120,36918644,"19"
"ZNF566",35945119,36989902,"19"
"ZNF260",36010687,37028271,"19"
"ZNF529",36034774,37105276,"19"
"ZNF382",36104817,37134114,"19"
"ZNF461",36136618,37166853,"19"
"ZNF567",36187612,37227701,"19"
"ZNF850",36214383,37272825,"19"
"ZNF790",36317428,37350787,"19"
"ZNF345",36350361,37413029,"19"
"ZNF829",36388124,37416291,"19"
"ZNF568",36416316,37505037,"19"
"ZNF420",36507857,37630368,"19"
"ZNF585A",36606734,37672741,"19"
"ZNF585B",36681579,37718153,"19"
"ZNF383",36717926,37748740,"19"
"ZNF875",36812837,37869365,"19"
"ZNF527",36871061,37893066,"19"
"ZNF569",36911155,37969275,"19"
"ZNF570",36967585,37988652,"19"
"ZNF793",37006939,38048762,"19"
"ZNF540",37051406,38114179,"19"
"ZNF571",37054782,38094792,"19"
"ZFP30",37113749,38192337,"19"
"ZNF607",37196371,38219761,"19"
"ZNF573",37235833,38317300,"19"
"WDR87",37384823,38406677,"19"
"SIPA1L3",37407208,38708369,"19"
"DPF1",37711006,38729714,"19"
"SPINT2",37744035,38792615,"19"
"PPP1R14A",37751237,38756532,"19"
"YIF1B",37803558,38817273,"19"
"C19orf33",37804164,38805006,"19"
"KCNK6",37819845,38832076,"19"
"CATSPERG",37835775,38870943,"19"
"PSMD8",37874563,38883850,"19"
"GGN",37884267,38888082,"19"
"SPRED3",37888421,38899587,"19"
"FAM98C",37903093,38909088,"19"
"RASGRP4",37909051,38926305,"19"
"RYR1",37933691,39095273,"19"
"MAP4K1",38087641,39118882,"19"
"EIF3K",38119082,39136955,"19"
"ACTN4",38147649,39231589,"19"
"CAPN12",38230187,39269904,"19"
"LGALS7",38270968,39273517,"19"
"LGALS7B",38289200,39291754,"19"
"LGALS4",38301671,39312945,"19"
"ECH1",38315422,39331841,"19"
"HNRNPL",38336370,39352347,"19"
"RINL",38367830,39378275,"19"
"SIRT2",38378555,39399862,"19"
"NFKBIB",38399700,39408893,"19"
"CCER2",38408980,39412186,"19"
"SARS2",38415266,39430763,"19"
"MRPS12",38430944,39433168,"19"
"FBXO17",38441401,39475742,"19"
"FBXO27",38490714,39532785,"19"
"ACP7",38583913,39611493,"19"
"PAK4",38625770,39682816,"19"
"NCCRP1",38696964,39701884,"19"
"SYCN",38702825,39704263,"19"
"IFNL3",38743455,39745250,"19"
"IFNL4",38746314,39748856,"19"
"IFNL2",38768396,39770188,"19"
"IFNL1",38796407,39798673,"19"
"LRFN1",38806566,39820863,"19"
"GMFG",38828353,39842372,"19"
"SAMD4B",38842421,39885710,"19"
"PAF1",38885629,39891154,"19"
"MED29",38891303,39900641,"19"
"ZFP36",38906847,39909412,"19"
"PLEKHG2",38912669,39928415,"19"
"RPS16",38933137,39935949,"19"
"SUPT5H",38936156,39976670,"19"
"TIMM50",38980412,39993785,"19"
"DLL3",38998895,40008481,"19"
"SELENOV",39015139,40020675,"19"
"EID2B",39030987,40032852,"19"
"EID2",39038707,40040161,"19"
"LGALS13",39102524,40107474,"19"
"LGALS16",39155913,40160647,"19"
"LGALS14",39204481,40209444,"19"
"CLC",39231255,40238029,"19"
"LEUTX",39276595,40286291,"19"
"DYRK1B",39325350,40334201,"19"
"FBL",39334458,40346379,"19"
"FCGBP",39363323,40434626,"19"
"PSMC4",39471165,40481764,"19"
"ZNF546",39484134,40521038,"19"
"ZNF780B",39528260,40556231,"19"
"ZNF780A",39569152,40590943,"19"
"MAP3K10",39691426,40715575,"19"
"TTC9B",39716058,40718384,"19"
"CCNP",39722208,40726697,"19"
"AKT2",39730317,40785536,"19"
"C19orf47",39819536,40848527,"19"
"PLD3",39848456,40889472,"19"
"HIPK4",39879271,40890181,"19"
"PRX",39893766,40914793,"19"
"SERTAD1",39921589,40925992,"19"
"SERTAD3",39940844,40944335,"19"
"BLVRB",39947765,40965764,"19"
"SPTBN4",39966241,41076464,"19"
"SHKBP1",40076853,41091399,"19"
"LTBP4",40092883,41129818,"19"
"NUMBL",40165905,41190972,"19"
"COQ8B",40191514,41225784,"19"
"ITPKC",40217112,41240860,"19"
"ACTMAP",40240856,41251553,"19"
"SNRPA",40250637,41265389,"19"
"MIA",40271648,41277490,"19"
"MIA-RAB4B",40271648,41296943,"19"
"RAB4B",40278216,41296942,"19"
"RAB4B-EGLN2",40278242,41308418,"19"
"EGLN2",40298996,41308434,"19"
"CYP2A6",40343541,41350447,"19"
"CYP2A7",40375439,41382752,"19"
"CYP2B6",40491282,41518398,"19"
"CYP2A13",40588451,41596195,"19"
"CYP2F1",40614432,41628381,"19"
"CYP2S1",40693210,41707539,"19"
"AXL",40719223,41761766,"19"
"HNRNPUL1",40762496,41807787,"19"
"TGFB1",40801587,41853922,"19"
"CCDC97",40810172,41824873,"19"
"TMEM91",40850911,41884083,"19"
"B9D2",40854417,41864165,"19"
"EXOSC5",40886371,41897362,"19"
"BCKDHA",40897808,41925002,"19"
"B3GNT8",40925359,41928730,"19"
"DMAC2",40931318,41940717,"19"
"ERICH4",40943156,41944765,"19"
"CEACAM21",41049518,42086844,"19"
"CEACAM4",41119015,42127074,"19"
"CEACAM7",41173303,42206976,"19"
"CEACAM5",41208585,42230433,"19"
"CEACAM6",41250977,42272211,"19"
"CEACAM3",41296587,42311554,"19"
"LYPD4",41337074,42344697,"19"
"DMRTC2",41344743,42352333,"19"
"RPS19",41360255,42372925,"19"
"CD79A",41377279,42381372,"19"
"ARHGEF1",41383173,42430150,"19"
"ERFL",41407704,42428449,"19"
"RABAC1",41456681,42459321,"19"
"ATP1A3",41466582,42497497,"19"
"GRIK5",41498321,42570206,"19"
"ZNF574",41568477,42581552,"19"
"POU2F2",41586110,42696585,"19"
"DEDD2",41698598,42720140,"19"
"ZNF526",41720292,42728201,"19"
"GSK3A",41726225,42742625,"19"
"ERF",41747569,42755128,"19"
"CIC",41768537,42795797,"19"
"PAFAH1B3",41797033,42803546,"19"
"PRR19",41802098,42810814,"19"
"TMEM145",41813309,42825064,"19"
"MEGF8",41825609,42878769,"19"
"CNFN",41887019,42890297,"19"
"LIPE",41901514,42927388,"19"
"CXCL17",41928278,42942946,"19"
"CEACAM1",42007304,43061234,"19"
"CEACAM8",42080243,43095055,"19"
"PSG3",42221638,43240481,"19"
"PSG8",42252686,43265678,"19"
"PSG1",42366464,43379822,"19"
"PSG6",42402086,43419563,"19"
"PSG7",42424132,43437207,"19"
"PSG11",42507656,43526474,"19"
"PSG2",42564209,43583045,"19"
"PSG5",42666256,43686536,"19"
"PSG4",42692702,43707299,"19"
"PSG9",42711791,43769530,"19"
"CD177",42853686,43863172,"19"
"TEX101",42901496,43918597,"19"
"LYPD3",42960787,43965608,"19"
"PHLDB3",42974954,44004935,"19"
"ETHE1",43006719,44027230,"19"
"ZNF575",43025497,44036130,"19"
"XRCC1",43043311,44080473,"19"
"PINLYP",43075801,44083964,"19"
"IRGQ",43084367,44096134,"19"
"ZNF576",43096392,44101157,"19"
"SRRM5",43096617,44114498,"19"
"ZNF428",43107224,44119629,"19"
"CADM4",43122368,44139850,"19"
"PLAUR",43146095,44170547,"19"
"IRGC",43216076,44220021,"19"
"SMG9",43227983,44254962,"19"
"KCNN4",43266533,44280976,"19"
"LYPD5",43285874,44327206,"19"
"ZNF283",43327321,44352017,"19"
"ZNF404",43372365,44401385,"19"
"ZNF45",43412624,44435282,"19"
"ZNF221",43451223,44467709,"19"
"ZNF155",43467862,44498326,"19"
"ZNF230",43502957,44513924,"19"
"ZNF222",43525342,44533110,"19"
"ZNF223",43551367,44567999,"19"
"ZNF284",43572159,44589613,"19"
"ZNF224",43594361,44609886,"19"
"ZNF225",43612181,44634822,"19"
"ZNF234",43641554,44660313,"19"
"ZNF226",43665073,44678381,"19"
"ZNF227",43707547,44737268,"19"
"ZNF235",43728729,44805046,"19"
"ZNF233",43759880,44775317,"19"
"ZNF112",43826555,44867217,"19"
"ZNF285",43882298,44901608,"19"
"ZNF229",43917519,44948578,"19"
"ZNF180",43974428,45000524,"19"
"CEACAM20",44001677,45029788,"19"
"IGSF23",44113563,45136781,"19"
"PVR",44143798,45166162,"19"
"CEACAM19",44162278,45184359,"19"
"CEACAM16",44199151,45210718,"19"
"BCL3",44247705,45260044,"19"
"CBLC",44277869,45300652,"19"
"BCAM",44309071,45321421,"19"
"NECTIN2",44346175,45389223,"19"
"TOMM40",44390569,45403689,"19"
"APOE",44405791,45409393,"19"
"APOC1",44414247,45419349,"19"
"APOC4",44442237,45445496,"19"
"APOC4-APOC2",44442238,45449565,"19"
"APOC2",44446035,45449565,"19"
"CLPTM1",44454585,45493341,"19"
"RELB",44501461,45538192,"19"
"CLASRP",44539045,45570956,"19"
"ZNF296",44571500,45576478,"19"
"GEMIN7",44579195,45591518,"19"
"MARK4",44579288,45805284,"19"
"PPP1R37",44591396,45648077,"19"
"NKPD1",44649744,45660982,"19"
"TRAPPC6A",44662928,45678237,"19"
"BLOC1S3",44678784,45716933,"19"
"EXOC3L2",44712370,45745407,"19"
"CKM",44806413,45822875,"19"
"KLC3",44833434,45851520,"19"
"ERCC2",44849837,45870918,"19"
"PPP1R13L",44879638,45906349,"19"
"POLR1G",44906644,45910737,"19"
"ERCC1",44907334,45978828,"19"
"FOSB",44967995,45975179,"19"
"RTN2",44985294,45997055,"19"
"PPM1N",44988777,46002513,"19"
"VASP",45006579,46026989,"19"
"OPA3",45027767,46102212,"19"
"GPR4",45089764,46102212,"19"
"EML2",45106994,46145602,"19"
"GIPR",45168221,46183722,"19"
"SNRPD2",45187460,46192569,"19"
"QPCTL",45192403,46203989,"19"
"FBXO46",45210629,46230896,"19"
"MEIOSIN",45233439,46264541,"19"
"SIX5",45264785,46269252,"19"
"DMPK",45269709,46282552,"19"
"DMWD",45282947,46292845,"19"
"RSPH6A",45295713,46315308,"19"
"SYMPK",45315410,46363194,"19"
"FOXA3",45363989,46373797,"19"
"IRF2BP1",45383608,46386141,"19"
"MYPOP",45390023,46402613,"19"
"NANOS2",45413214,46414778,"19"
"NOVA2",45433734,46474044,"19"
"CCDC61",45495461,46521318,"19"
"PGLYRP1",45519153,46523053,"19"
"IGFL4",45539182,46577118,"19"
"IGFL3",45620067,46624688,"19"
"IGFL2",45643106,46661298,"19"
"IGFL1",45729742,46731243,"19"
"HIF3A",45797042,46843433,"19"
"PPP5C",45847087,46892981,"19"
"CCDC8",45910329,46913564,"19"
"PNMA8C",45924697,46928936,"19"
"PNMA8A",45966491,46971563,"19"
"PNMA8B",45986906,46995879,"19"
"CALM3",46101074,47110782,"19"
"PTGIR",46120468,47125089,"19"
"GNG8",46133953,47136541,"19"
"DACT3",46147551,47161182,"19"
"PRKD2",46174275,47217127,"19"
"STRN4",46219511,47246994,"19"
"FKRP",46246046,47276988,"19"
"SLC1A5",46274883,47288594,"19"
"AP2S1",46338136,47350846,"19"
"ARHGAP35",46360997,47505077,"19"
"NPAS1",46519837,47545775,"19"
"TMEM160",46545909,47548624,"19"
"ZC3H4",46564187,47613776,"19"
"SAE1",46613274,47710636,"19"
"BBC3",46720822,47732766,"19"
"CCDC9",46755980,47773701,"19"
"INAFM1",46774885,47775723,"19"
"C5AR1",46790023,47822066,"19"
"C5AR2",46832175,47847329,"19"
"DHX34",46849315,47882704,"19"
"MEIS3",46903124,47919527,"19"
"SLC8A2",46928017,47971893,"19"
"KPTN",46975150,47984265,"19"
"NAPA",46987637,48015091,"19"
"ZNF541",47020690,48073148,"19"
"BICRA",47108196,48203277,"19"
"EHD2",47213422,48243134,"19"
"NOP53",47245546,48257058,"19"
"SELENOW",47278677,48284686,"19"
"TPRX1",47301232,48319051,"19"
"CRX",47319779,48343330,"19"
"TPRX2",47359235,48361721,"19"
"SULT2A1",47370467,48386315,"19"
"BSPH1",47468046,48492170,"19"
"ELSPBP1",47494632,48525154,"19"
"CABP5",47529383,48544079,"19"
"PLA2G4C",47547843,48610817,"19"
"LIG1",47615445,48670603,"19"
"ZSWIM9",47670680,48697620,"19"
"CARD8",47680770,48755946,"19"
"ZNF114",47770081,48787608,"19"
"ODAD1",47796457,48821971,"19"
"EMP3",47821509,48830553,"19"
"TMEM143",47832356,48864059,"19"
"SYNGR4",47864367,48876377,"19"
"KDELR1",47882575,48891551,"19"
"GRIN2D",47893668,48944931,"19"
"GRWD1",47945841,48957022,"19"
"KCNJ14",47955574,48966980,"19"
"CYTH2",47969208,48982314,"19"
"LMTK3",47985271,49013935,"19"
"SULT2B1",48052172,49099425,"19"
"FAM83E",48099961,49115076,"19"
"SPACA4",48106742,49107714,"19"
"RPL18",48115328,49119184,"19"
"SPHK2",48119291,49130717,"19"
"DBP",48130030,49137379,"19"
"CA11",48137946,49146187,"19"
"NTN5",48161407,49173081,"19"
"FUT2",48195971,49205951,"19"
"MAMSTR",48212725,49219725,"19"
"RASIP1",48220585,49240610,"19"
"IZUMO1",48240852,49246909,"19"
"FUT1",48248011,49255390,"19"
"FGF21",48255524,49258333,"19"
"BCAT2",48295062,49311029,"19"
"HSD17B14",48313018,49336510,"19"
"PLEKHA4",48337092,49368617,"19"
"PPP1R15A",48372212,49376059,"19"
"TULP2",48380965,49398744,"19"
"NUCB1",48400050,49423473,"19"
"DHDH",48433699,49444969,"19"
"BAX",48454815,49461798,"19"
"FTL",48465309,49466879,"19"
"GYS1",48468130,49493310,"19"
"RUVBL2",48493562,49515970,"19"
"LHB",48515980,49517091,"19"
"CGB3",48522869,49524333,"19"
"CGB2",48531890,49533238,"19"
"CGB1",48535569,49536895,"19"
"CGB5",48543848,49545311,"19"
"CGB8",48547638,49549111,"19"
"CGB7",48554274,49558860,"19"
"NTF4",48561066,49565076,"19"
"KCNA7",48567397,49572699,"19"
"SNRNP70",48585419,49608605,"19"
"LIN7B",48614324,49618460,"19"
"C19orf73",48618402,49619143,"19"
"PPFIA3",48619544,49651026,"19"
"HRC",48651198,49655396,"19"
"TRPM4",48657741,49711836,"19"
"SLC6A16",48789638,49825215,"19"
"CD37",48835171,49843335,"19"
"TEAD2",48840595,49862457,"19"
"DKKL1",48861783,49875116,"19"
"KASH5",48888219,49917990,"19"
"PTH2",48922419,49923441,"19"
"GFY",48923749,49928987,"19"
"SLC17A7",48929401,49942360,"19"
"PIH1D1",48946298,49953497,"19"
"ALDH16A1",48953225,49971050,"19"
"FLT3LG",48974207,49986231,"19"
"RPL13A",48987510,49993057,"19"
"RPS11",48996365,49999708,"19"
"FCGRT",49006816,50026428,"19"
"RCN3",49028003,50046962,"19"
"NOSIP",49055468,50090262,"19"
"PRRG2",49080646,50091004,"19"
"PRR12",49091182,50126439,"19"
"RRAS",49135292,50140143,"19"
"SCAF1",49142209,50158642,"19"
"IRF3",49159569,50165875,"19"
"BCL2L12",49165142,50173916,"19"
"PRMT1",49175786,50189029,"19"
"ADM5",49189594,50190575,"19"
"CPT1C",49190898,50213731,"19"
"TSKS",49239753,50263306,"19"
"AP2A1",49267001,50307114,"19"
"FUZ",49306866,50317376,"19"
"MED25",49318282,50340383,"19"
"PTOV1",49350735,50360744,"19"
"PNKP",49359882,50378351,"19"
"AKT1S1",49369033,50378459,"19"
"TBC1D17",49377666,50388750,"19"
"IL4I1",49389654,50429539,"19"
"NUP62",49406825,50429764,"19"
"ATF5",49428702,50433935,"19"
"SIGLEC11",49448985,50461172,"19"
"SIGLEC16",49469600,50475819,"19"
"VRK3",49476468,50525946,"19"
"ZNF473",49525714,50553414,"19"
"IZUMO2",49652548,50663281,"19"
"MYH14",49688186,50810542,"19"
"KCNC3",49811937,50833515,"19"
"NR1H2",49829653,50883388,"19"
"NAPSA",49858472,50865830,"19"
"POLD1",49884204,50918018,"19"
"SPIB",49918938,50931314,"19"
"MYBPC2",49932892,50966321,"19"
